,Job Title,Company,Location,Salary,Requirements,Years of Experience,Tags,Link
116,Associate Scientist- Data Science,AXA Technology Services India,Gurgaon/Gurugram,Not disclosed,"DISCOVER your opportunity What will your essential responsibilities include Build, vali...",3-7 Yrs,"data science, Underwriting, Finance, Machine learning, Agile, Manager Technology, Actuarial, Natural language processing",https://www.naukri.com/job-listings-associate-scientist-data-science-axa-technology-services-india-pvt-ltd-gurgaon-gurugram-3-to-7-years-060522501273
117,Junior Software Engineer - Data Science,LogiNext,Mumbai,Not disclosed,"Bachelors degree or higher in Computer Science, Information Technology, Information Sys...",0-1 Yrs,"Java, SaaS, Python, data mining, Tableau, C++, Hadoop, Analytical",https://www.naukri.com/job-listings-junior-software-engineer-data-science-loginext-solutions-mumbai-0-to-1-years-140922502287
118,Cluster Manager - Data Science/Senior Cluster Manager,BAJAJ FINSERVE,Pune,Not disclosed,Translate business questions into clear and solvable data science problems Maximize val...,5-10 Yrs,"SAS, Coding, Machine learning, Agile, System design, Perl, Open source, Distribution system",https://www.naukri.com/job-listings-cluster-manager-data-science-senior-cluster-manager-bajaj-finserv-ltd-pune-5-to-10-years-200822500627
119,Senior Manager - Advanced Analytics & Data Science,Merck Sharp & Dohme (MSD),Pune,Not disclosed,"Proven delivery experience of cloud / platform-based analytics ( AWS Sagemaker, Azure M...",7-9 Yrs,"SAS, Coding, Project management, Business analytics, Analytical, Life sciences, Business intelligence, Forecasting",https://www.naukri.com/job-listings-senior-manager-advanced-analytics-data-science-msd-pharmaceuticals-private-limited-pune-7-to-9-years-311022501013
120,Senior Software Engineer - Data Science,LogiNext,Mumbai,Not disclosed,Analysis - Should be able to perform Exploratory Data Analysis and get actionable insig...,4-7 Yrs,"IT Skills, Java, Python, Testing, Machine Learning, Cloud computing, Data analysis, Team management",https://www.naukri.com/job-listings-senior-software-engineer-data-science-loginext-solutions-mumbai-4-to-7-years-140922502289
121,Internship Coursework Program -  Machine Learning and Data Science,Gilbert Research Center,Permanent Remote,"6,50,000 - 10,00,000 PA.",The 1-months online internship program is offered by leading scientists of Gilbert Rese...,0-1 Yrs,"Pandas, Programming, C Programming Language, Numpy, Python, deep learning, C++, data science",https://www.naukri.com/job-listings-internship-coursework-program-machine-learning-and-data-science-gilbert-research-center-coimbatore-0-to-1-years-311022015047
122,"Principal, Quantitative Analytics and Data Science",Gartner India Research &amp; Advisory Services Pvt Ltd,Gurgaon/Gurugram,Not disclosed,Experience in handling unstructured data and application of data science and machine le...,5-7 Yrs,"Procurement, Computer science, Data analysis, Analytical, Data collection, SPSS, Econometrics, Analytics",https://www.naukri.com/job-listings-principal-quantitative-analytics-and-data-science-gartner-india-research-amp-advisory-services-pvt-ltd-gurgaon-gurugram-5-to-7-years-020622500667
123,Consultant/Senior Manager - Analytics/Data Science - IT,Huquo Consulting Pvt. Ltd,"Delhi / NCR, Bangalore/Bengaluru",Not disclosed,Analytics Consultant/ Senior Manager- Data ScienceResponsibilities:- Collaborate with c...,3-8 Yrs,"Data Science, Data Analytics, Analytics, Spark NLP, Management consulting, R, Python, Machine Learning",https://www.naukri.com/job-listings-consultant-senior-manager-analytics-data-science-it-huquo-consulting-pvt-ltd-delhi-ncr-bangalore-bengaluru-3-to-8-years-011122908172
124,Consultant/Senior Manager - Analytics/Data Science - IT,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,Analytics Consultant/ Senior Manager- Data ScienceResponsibilities:- Collaborate with c...,3-8 Yrs,"Pytorch, SpaCity, Scikit Learn, Management consulting, Scikit - Learn, Spark NLP, Machine Learning, NLP",https://www.naukri.com/job-listings-consultant-senior-manager-analytics-data-science-it-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-3-to-8-years-011122909256
125,Sr. Manager Data Science,Xoom Inc,Chennai,Not disclosed,Your way to impact : You believe in data-driven decisions and use data to answer busine...,8-9 Yrs,"Mining, Computer science, Statistical programming, Data analysis, Analytical, Instrumentation, QlikView, Teradata",https://www.naukri.com/job-listings-sr-manager-data-science-xoom-inc-chennai-8-to-9-years-071022500169
126,Lead Data Science Analyst - Python/ Spark,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Qualifications - B Tech or MTech Preferred - Knowledge of Insurance industry At least 2...,6-10 Yrs,"data science, Spark, Python, IT Skills, Machine Learning, NLP, Data Management, Neural Networks",https://www.naukri.com/job-listings-lead-data-science-analyst-python-spark-huquo-consulting-pvt-ltd-gurgaon-gurugram-6-to-10-years-011122908749
127,Business Analyst - Data Science,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,Requirement Gathering Traceability understanding in Data Science work Systems Gap Analy...,4-6 Yrs,"Data Science, Project Management, Gap Analysis, IT Skills, Testing, requirement gathering, brd, fsd",https://www.naukri.com/job-listings-business-analyst-data-science-huquo-consulting-pvt-ltd-gurgaon-gurugram-4-to-6-years-011122907697
128,Data Analyst/ Data Science,Anlage Infotech (I) Pvt. Ltd.   ,"Mumbai, Hyderabad/Secunderabad","16,00,000 - 18,00,000 PA.","Institute by manipulating and interpreting data, identifying trends and suggestingKnowl...",3-5 Yrs,"data science, Tableau, python, Data Analysis, SPSS",https://www.naukri.com/job-listings-data-analyst-data-science-anlage-infotech-i-pvt-ltd-mumbai-hyderabad-secunderabad-3-to-5-years-281022011414
129,ACN - Applied Intelligence - CC - Data Science (IN) - 09,Accenture,Gurgaon/Gurugram,Not disclosed,"6 years of data science experience using statistics, machine learning, or forecasting E...",2-6 Yrs,"Consulting, Application development, Analytics, SQL, Python, Supply chain management, Version control, Machine learning",https://www.naukri.com/job-listings-acn-applied-intelligence-cc-data-science-in-09-accenture-solutions-pvt-ltd-gurgaon-gurugram-2-to-6-years-191022907780
130,SnapLogic Data Science Practitioner,Accenture,Mumbai,Not disclosed,Educational Qualification : Bachelors degree and / or relevant experience required with...,2-4 Yrs,"Consulting, JDBC, Informatica, Microsoft Dynamics, Oracle, IT Skills, Data Science, Big Data",https://www.naukri.com/job-listings-snaplogic-data-science-practitioner-accenture-solutions-pvt-ltd-mumbai-2-to-4-years-181022906969
131,Data Science Manager,UPL Limited,Telangana,Not disclosed,Advanta is seeking a highly motivated Research Trials Data Manager who will be based at...,3-5 Yrs,"Data Science, Data validation, data management, Excel",https://www.naukri.com/job-listings-data-science-manager-upl-limited-telangana-3-to-5-years-191022910657
132,ACN - Applied Intelligence - CC - Data Science (IN) - 07,Accenture,Gurgaon/Gurugram,Not disclosed,At least 2-3 years of experience of leading junior team members on projects using suppl...,5-10 Yrs,"Supply chain management, Consulting, Application development, SQL, Python, IT Skills, Data Science, Machine Learning",https://www.naukri.com/job-listings-acn-applied-intelligence-cc-data-science-in-07-accenture-solutions-pvt-ltd-gurgaon-gurugram-5-to-10-years-191022907778
133,Job Opening For Data Science Manager @ GlobalData(Hyd),Globaldata,Temp. WFH - Hyderabad/Secunderabad(Kondapur),Not disclosed,"Hello, Hope you are doing good.Urgent job openings for Data Science Manager @ GlobalDat...",10-15 Yrs,"Text Analytics, machine learning, deep learning, NLP, data science, python, caffe, reinforcement learning",https://www.naukri.com/job-listings-opening-for-data-science-manager-globaldata-hyd-globaldata-hyderabad-secunderabad-10-to-15-years-150922001821
134,PMS Data Science Team Lead,Philips,Chennai,Not disclosed,"Measures, analyzes, and strategizes improvement in quality and regulatory, specifically...",4-8 Yrs,"Business services, Operations research, SAS, Project management, Agile, HTML, Econometrics, Forecasting",https://www.naukri.com/job-listings-pms-data-science-team-lead-philips-india-limited-chennai-4-to-8-years-290722501708
135,Specialist - Data Science - GMO,Dr Reddys,Hyderabad/Secunderabad,Not disclosed,BE / BTech (preferably in Computer Science) or MCA or Statistics / Applied Mathematics ...,2-6 Yrs,"Computer science, advanced analytics, SAS, data science, Analytical, Machine learning, Javascript, Analytics",https://www.naukri.com/job-listings-specialist-data-science-gmo-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-6-years-100622500319
136,Data Science Lead,Dr Reddys,Hyderabad/Secunderabad,Not disclosed,"Develope advance understanding of business obstacles, create solutions based on analyti...",2-5 Yrs,"Pilot, deep learning, Prototype, Simulation, data science, Machine learning, model development, Operations",https://www.naukri.com/job-listings-data-science-lead-dr-reddys-laboratories-ltd-hyderabad-secunderabad-2-to-5-years-100622500218
137,Job | Hiring For AVP | Data Science   | Citi,Citicorp Finance,Pune,Not disclosed,"We have an opportunity at Bangalore/ Pune with the USPBA Team, your profile looks inter...",8-11 Yrs,"SAS, Machine Learning, Deep Learning, Python",https://www.naukri.com/job-listings-hiring-for-avp-data-science-citi-citicorp-services-india-pvt-ltd-pune-8-to-11-years-311022002880
138,Principal Engineer - Data Science,LogiNext,Mumbai,Not disclosed,Adapting and enhancing machine learning techniques based on physical intuition about th...,8-10 Yrs,"IT Skills, Java, Python, Testing, Machine Learning, Cloud computing, Data analysis, SAS",https://www.naukri.com/job-listings-principal-engineer-data-science-loginext-solutions-mumbai-8-to-10-years-140922502288
139,Lead - Data Science - KPO,Huquo Consulting Pvt. Ltd,"Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,"BTech, MTech or MCA degree from a reputed university Good power point presentation skil...",5-10 Yrs,"Data Science, Communication Skills, R, Logistic Regression, Data Management, Statistical Modeling, Data Processing, Powerpoint",https://www.naukri.com/job-listings-lead-data-science-kpo-huquo-consulting-pvt-ltd-hyderabad-secunderabad-pune-chennai-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-011122908287
140,Data Science Manager/Architect,TRH Consultancy Services,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,Minimum 5+ years of hands on experience using statistical computer languages (Python / ...,8-13 Yrs,"Data Science, statistical modeling, Python, data mining, machine learning, R, IT Skills, Neural Network",https://www.naukri.com/job-listings-data-science-manager-architect-trh-consultancy-services-kolkata-mumbai-nagpur-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-ncr-8-to-13-years-311022907694
141,Data Science Manager/Architect,TRH Consultancy Services,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi",Not disclosed,Minimum 5+ years of hands on experience using statistical computer languages (Python / ...,8-13 Yrs,"Python, data mining, R, machine learning, statistical modeling, IT Skills, Data Science, NLP",https://www.naukri.com/job-listings-data-science-manager-architect-trh-consultancy-services-kolkata-mumbai-nagpur-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-8-to-13-years-311022907632
142,Data Science Manager / Architect,TRH Consultancy Services,"Noida, Kolkata, Mumbai, Nagpur, Pune, Chennai, Coimbatore, Delhi / NCR, Bangalore/Bengaluru",Not disclosed,Minimum 5+ years of hands on experience using statistical computer languages (Python / ...,7-12 Yrs,"Data Science, IT Skills, Python, Machine Learning, AZURE, NLP, GCP, Data Scientist",https://www.naukri.com/job-listings-data-science-manager-architect-trh-consultancy-services-noida-kolkata-mumbai-nagpur-pune-chennai-coimbatore-delhi-ncr-bangalore-bengaluru-7-to-12-years-311022907602
143,Data Science (Computer Vision) / Immediate Joiners only,Mount Talent Consulting Private Limited ,"Noida, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,Minimum 2 years of working experience in computer Vision Ability to select hardware to ...,5-10 Yrs,"Data Science, Computer vision, TensorFlow, Linux, RESNET, OpenCV, pandas, CNN",https://www.naukri.com/job-listings-data-science-computer-vision-immediate-joiners-only-mount-talent-consulting-private-limited-noida-pune-gurgaon-gurugram-bangalore-bengaluru-delhi-ncr-5-to-10-years-270922600883
144,Delivery Head – from Lifescience and Data Science Domain,PlaceMinds Consulting Pvt. Ltd,Bangalore/Bengaluru,Not disclosed,Candidate should be able to manage multiple projects in areas such as patient analytics...,7-12 Yrs,"Data Science, Data Science Operations, project management, Midas, DDD, analytics framework, Optum, Xponent",https://www.naukri.com/job-listings-delivery-head-from-lifescience-and-data-science-domain-placeminds-consulting-pvt-ltd-bangalore-bengaluru-7-to-12-years-191022913321
145,Research Associate - Data Science,Recodeminds Pvt Ltd,Hyderabad/Secunderabad,Not disclosed,The ideal Data Science research associate would be expected to have a bachelor s / mast...,1-3 Yrs,"Computer science, E-learning, SAN, Data analysis, French, Analytical, Research Associate, Internship",https://www.naukri.com/job-listings-research-associate-data-science-recodeminds-pvt-ltd-hyderabad-secunderabad-1-to-3-years-300622501608
146,Associate Vice President - Data Science,LogiNext,Mumbai,Not disclosed,Adapting and enhancing machine learning techniques based on physical intuition about th...,11-14 Yrs,"Cloud computing, Data analysis, SAS, Data modeling, PHP, Perl, Apache, Data mining",https://www.naukri.com/job-listings-associate-vice-president-data-science-loginext-solutions-mumbai-11-to-14-years-230922500390
147,Data Science Manager,Brainworks (new Jersey),Remote,Not disclosed,Experience with predictive modeling and machine learning algorithmsMasters Degree in Da...,6-11 Yrs,"Data analysis, data science, SAS, Data management, Data structures, Customer service, Data mining, Information technology",https://www.naukri.com/job-listings-data-science-manager-brainworks-new-jersey-remote-6-to-11-years-211022501091
148,Data Science(Python & SQL) Professionals,Achievex Solutions,Kolkata,Not disclosed,Experience working with and creating data architecturesData Science professional in Pyt...,4-8 Yrs,"python, R, Decision Tree, Clustering, SQL, Data Science, Artificial Neural Networks, Data Analysis",https://www.naukri.com/job-listings-data-science-python-sql-professionals-achievex-solutions-private-limited-kolkata-4-to-8-years-201022013229
149,Data Science,Xome,Chennai,Not disclosed,"Collaborate with stakeholders, business unit product owners, development teams to under...",4-9 Yrs,"Data analysis, tableau, data science, Diversity and Inclusion, Cloud, Relationship, Programming, Information technology",https://www.naukri.com/job-listings-data-science-xome-chennai-4-to-9-years-080922501631
150,Data Science,Mr. Cooper,Chennai,Not disclosed,"Collaborate with stakeholders, business unit product owners, development teams to under...",4-9 Yrs,"Data analysis, tableau, data science, Diversity and Inclusion, Cloud, Relationship, Programming, Information technology",https://www.naukri.com/job-listings-data-science-mr-cooper-chennai-4-to-9-years-080922500758
151,"Engineer, Data Science",Micron Semiconductor Asia Pte Ltd,Hyderabad/Secunderabad,Not disclosed,Exposure to the semiconductor industry is a plus but not a requirementExperience in the...,5-7 Yrs,"data cleansing, Semiconductor, Operational excellence, Analytical, Javascript, SSIS, Teradata, Recruitment",https://www.naukri.com/job-listings-engineer-data-science-micron-semiconductor-asia-pte-ltd-hyderabad-secunderabad-5-to-7-years-311022501756
152,"Associate Data Science Engineer, SMAI",Micron Semiconductor Asia Pte Ltd,Hyderabad/Secunderabad,Not disclosed,Exposure to the semiconductor industry is a plus but not a requirementExperience in the...,5-8 Yrs,"Semiconductor, Neural networks, Analytical, Artificial Intelligence, Machine learning, Javascript, SQL, Python",https://www.naukri.com/job-listings-associate-data-science-engineer-smai-micron-semiconductor-asia-pte-ltd-hyderabad-secunderabad-5-to-8-years-311022501724
153,Senior Data Science Manager,Inspire Analytics,Temp. WFH - Chennai,"30,00,000 - 40,00,000 PA.","Work from home is flexible but individuals must be eligible to work in Chennai, India w...",5-7 Yrs,"python, Unix, Architectural Patterns, Data Cleansing, machine learning, Jupyter Notebook, data engineering, ETL Testing",https://www.naukri.com/job-listings-senior-data-science-manager-inspire-analytics-private-limited-chennai-5-to-7-years-040622000022
154,Manager - Analytics & Data Science,Veritas Technologies LLC,Pune,Not disclosed,"Master s degree in computer science, statistics, analytics or certification in business...",10-15 Yrs,"IT Skills, Python, Data Science, Machine Learning, Cloud, AWS, Tableau, Simulation",https://www.naukri.com/job-listings-manager-analytics-data-science-veritas-technologies-llc-pune-10-to-15-years-230922500748
155,Data Science Trainer,D. M. Net Technologies,Ahmedabad,"3,00,000 - 6,00,000 PA.","Candidate has to provide the training on Python , Python Data Analytics , NumPy , Panda...",1-5 Yrs,"Data Science, Matplotlib, Python Data Analytics, Machine Learning, Python, NLP, Artificial Intelligence, Pandas",https://www.naukri.com/job-listings-data-science-trainer-d-m-net-technologies-ahmedabad-1-to-5-years-091122005461
156,Data Science Manager,ZS Associates,Pune,Not disclosed,PhD in Computer Science (OR Statistics) / MTech / MS from a premier institute would be ...,9-12 Yrs,"Java, Python, Machine Learning, Hadoop, project management, big data, analytical, predictive modeling",https://www.naukri.com/job-listings-data-science-manager-zs-associates-pune-9-to-12-years-211022500406
157,Manager - Data Science,Home Credit ,Gurgaon/Gurugram,Not disclosed,"The prospective candidate will be a key pillar standing between business and customers,...",4-9 Yrs,"Business process, Process design, Business objects, Business research, Analytical, Business strategy, Information management, Adobe",https://www.naukri.com/job-listings-manager-data-science-home-credit-india-finance-private-limited-gurgaon-gurugram-4-to-9-years-120521501022
158,Data Science / ML Freshers Professional,CliqHR Recruitment Services,Kochi/Cochin,Not disclosed,Minimum 1 - 2 years of experience as a software developerSkills Required: BE/ BTech/ MC...,0-1 Yrs,"Data Science, machine learning, LSTM, pandas, tensorflow, CNN, Spacy, scikit",https://www.naukri.com/job-listings-data-science-ml-freshers-professional-cliqhr-recruitment-services-kochi-cochin-0-to-1-years-211022904994
159,Trainee-freshers-Machine Learning & Data Science with Python,Aficionado Technologies Pvt Ltd,Bangalore/Bengaluru(BTM Layout),Not disclosed,Internship with Placement Trainees willing to make their career into DATA Scientist & M...,0-0 Yrs,"Machine Learning, Deep Learning, Python, PCA, LR kNN, LR, Numpy, DT&EL",https://www.naukri.com/job-listings-trainee-freshers-machine-learning-data-science-with-python-aficionado-technologies-pvt-ltd-bangalore-bengaluru-0-to-0-years-011122016976
160,Sr. Manager- Data Science and Insights,Xpert Conexions   ,"Gurgaon/Gurugram, Mumbai (All Areas)",Not disclosed,5 8 years of experienceTeam management experience,5-10 Yrs,"Insights, Data Science, Data Anlalytics, Business Analytics, Data Analysis, data analyst, Business Analysis",https://www.naukri.com/job-listings-sr-manager-data-science-and-insights-xpert-conexions-gurgaon-gurugram-mumbai-all-areas-5-to-10-years-200922607389
161,Senior Engineer - Data Science,CNH Industrial,Gurgaon/Gurugram,Not disclosed,"Knowledge of statistical methods, and Machine Learning are essential requirements for t...",5-10 Yrs,"ISO, data science, Industrial products, QMS, Machine learning, Telematics, Forecasting, Information technology",https://www.naukri.com/job-listings-senior-engineer-data-science-cnh-industrial-gurgaon-gurugram-5-to-10-years-230922502565
